MSFT,AAPL,AMZN
227.099868,119.009684,2982.006167
227.290428,119.024594,2981.792496
227.384147,119.0084,2982.83887
227.277378,119.013031,2984.692796
227.254864,119.040523,2988.081176
227.029435,119.051369,2991.523023
227.011698,119.113319,2993.714961
226.909674,119.063348,2995.576231
226.952247,119.167325,2998.389176
227.034162,119.162231,3001.050897
227.141998,119.153031,3000.965307
227.020716,119.064963,2999.897908
227.037238,119.068194,2997.644375
226.87359,119.088793,2995.232878
226.830777,119.060477,2996.936252
226.742939,119.007289,2996.129379
226.783988,118.981066,2994.727041
226.736121,118.949072,2990.166231
226.870027,118.964899,2994.175995
226.975611,118.939108,2993.360692
227.193828,118.803139,2995.377993
227.252832,118.758012,2994.306774
227.593028,118.828326,2993.381311
227.533334,118.857239,2994.957757
227.333214,118.956045,2999.587422
227.396541,118.918902,3003.758986
227.575788,118.853513,3000.446205
227.944246,118.845526,2998.29756
227.941241,118.869017,2999.403951
228.018532,118.838972,2997.093258
228.322538,118.759379,2998.68462
228.127633,118.74075,2996.679155
227.87922,118.750232,2996.878568
227.634075,118.744764,2997.46337
227.622728,118.656475,2997.068035
228.331223,118.576945,3000.264543
228.433101,118.522101,3000.281693
228.104681,118.324664,2997.535843
228.03671,118.636812,2998.814364
228.128181,118.604818,3000.178889
227.901948,118.614276,2997.125923
227.505369,118.650691,2997.98823
227.47184,119.621515,2999.889836
227.497498,119.375364,2999.167381
227.639808,119.526269,3001.21171
227.503491,119.493342,3000.926645
227.491019,119.520412,3003.846249
228.259067,119.576533,3003.192512
228.431054,119.612873,3006.461183
228.554601,119.660801,3006.422771
228.579906,119.700885,3000.360074
228.603547,119.668838,3000.710802
228.592467,119.62706,3000.926728
228.772735,119.610525,3000.20217
228.758702,119.610251,2994.432738
228.876626,119.572852,3000.156074
228.68573,119.489254,2996.086878
228.487026,119.435831,2995.344873
228.610502,119.512903,2996.838268
228.516036,119.445656,2998.402114
228.410704,119.386656,2999.122006
228.519148,119.426416,3000.379304
228.689728,119.471094,3000.800604
228.738617,119.550639,2998.88628
228.755975,119.522682,2999.401002
228.640585,119.440539,3001.578576
228.836551,119.368425,3003.766086
229.144892,119.245445,3000.69596
229.081386,119.253851,3000.476401
229.067817,119.274915,3000.460997
228.982065,119.303817,3000.442507
228.881941,119.29649,2997.233423
228.931393,119.296677,3000.310476
228.975822,119.294531,3000.151028
229.255734,119.22054,3000.445323
229.471921,119.209715,2999.922014
229.534944,119.256831,2999.844615
229.624023,119.285977,2999.940138
229.530273,119.425749,2999.66472
229.7401,119.40766,3000.37848
229.693068,119.361298,2999.456276
229.919574,119.41125,2999.69269
229.86284,119.416196,3000.347275
229.733464,119.382094,2999.353275
229.652307,119.391696,2998.850233
229.70755,119.412924,2998.861683
229.4628,119.417188,2999.452563
229.746256,119.402767,3000.428302
229.99646,119.400268,2999.389737
230.231688,119.386315,2999.347143
230.368618,119.379845,2999.249568
230.42805,119.073704,2999.235702
230.38004,119.033023,2999.432955
230.567974,119.174366,2999.632938
230.711904,119.095504,2999.122564
231.009249,119.051407,3000.232614
231.345354,119.069198,2999.69029
231.498516,119.139774,3000.447992
231.584787,119.190538,3001.153578
231.909667,119.267511,3000.585215
231.925221,119.354671,2999.546019
231.826133,119.439497,3000.59626
231.807709,119.470032,3000.502239
231.748228,119.445235,3001.465941
231.844557,119.461075,3000.925734
231.676086,119.493894,3000.905559
231.785961,119.533779,3002.448763
232.118862,119.442099,3004.650632
232.145071,119.44021,3002.889009
232.249644,119.447514,3001.993636
232.145498,119.404059,3001.645032
232.251329,119.452104,3001.555639
231.996243,119.475734,3003.481633
231.267758,119.48934,3004.901909
230.890279,119.49,3004.166957
230.937384,119.639042,3004.995854
231.044174,119.638242,2946.627955
231.347098,119.683196,2959.678113
231.317811,119.644602,2960.434081
231.512116,119.649381,2955.065984
231.578592,119.63808,2961.1807
231.467385,119.635704,2963.69
231.294766,119.594502,2965.030164
231.383835,119.517397,2966.934222
231.468477,119.59097,2964.838571
231.474455,119.623347,2979.824065
231.524891,119.65508,2974.902652
